ioStart 0.186787 0:0:0 23212032
ioStart 0.409353 0:1:0 2293760
ioStart 0.434454 0:2:0 1785856
ioStart 0.443158 0:3:0 1417216
ioStart 0.459101 0:4:0 1089536
ioStart 0.463704 0:5:0 905216
ioStart 0.475291 0:6:0 884736
ioStart 0.486875 0:7:0 1138688
ioStart 0.501376 0:8:0 1167360
ioStart 0.516516 0:9:0 1273856
ioStart 0.532971 0:10:0 1179648
ioStart 0.548205 0:11:0 1052672
ioStart 0.561595 0:12:0 991232
ioStart 0.574536 0:13:0 954368
ioStart 0.586732 0:14:0 933888
ioStart 0.598935 0:15:0 774144
ioStart 0.608875 0:16:0 5328896
ioStart 0.652714 0:17:0 1327104
ioStart 0.669461 0:18:0 2048000
ioStart 0.687723 0:19:0 1089536
ioStart 0.701579 0:20:0 1081344
ioStart 0.715613 0:21:0 1298432
ioStart 0.732386 0:22:0 1241088
ioStart 0.748429 0:23:0 1613824
ioStart 0.765342 0:24:0 1724416
ioStart 0.776193 0:25:0 1634304
ioStart 0.791688 0:26:0 1716224
ioStart 0.801307 0:27:0 1388544
ioStart 0.818200 0:28:0 2015232
ioStart 0.836847 0:29:0 1028096
ioStart 0.850189 0:30:0 1449984
ioStart 0.867094 0:31:0 897024
ioStart 0.870928 1:0:0 2646016
ioStart 0.897821 1:1:0 25165824
ioStart 1.117499 1:1:1 2142208
ioStart 1.133199 1:2:0 2465792
ioStart 1.157233 1:3:0 1990656
ioStart 1.174025 1:4:0 1560576
ioStart 1.190908 1:5:0 1294336
ioStart 1.199539 1:6:0 1236992
ioStart 1.214651 1:7:0 1490944
ioStart 1.230657 1:8:0 1691648
ioStart 1.245198 1:9:0 1789952
ioStart 1.260935 1:10:0 1642496
ioStart 1.274288 1:11:0 1515520
ioStart 1.286039 1:12:0 1449984
ioStart 1.298408 1:13:0 1462272
ioStart 1.314039 1:14:0 1421312
ioStart 1.324769 1:15:0 1355776
ioStart 1.340755 1:16:0 9613312
ioStart 1.408431 1:17:0 2560000
ioStart 1.428523 1:18:0 3432448
ioStart 1.458725 1:19:0 1613824
ioStart 1.474641 1:20:0 1490944
ioStart 1.485548 1:21:0 1826816
ioStart 1.495639 1:22:0 1564672
ioStart 1.511654 1:23:0 1859584
ioStart 1.522519 1:24:0 1875968
ioStart 1.537989 1:25:0 1728512
ioStart 1.549031 1:26:0 1699840
ioStart 1.564711 1:27:0 1560576
ioStart 1.574111 1:28:0 1679360
ioStart 1.586942 1:29:0 1171456
ioStart 1.595082 1:30:0 1884160
ioStart 1.611298 1:31:0 1327104
ioStart 1.627059 2:0:0 2473984
ioStart 1.648488 2:1:0 2711552
ioStart 1.672403 2:2:0 22446080
ioStart 1.850230 2:3:0 1994752
ioStart 1.873598 2:4:0 1572864
ioStart 1.885820 2:5:0 1286144
ioStart 1.899343 2:6:0 1220608
ioStart 1.914043 2:7:0 1466368
ioStart 1.929804 2:8:0 1695744
ioStart 1.943522 2:9:0 1806336
ioStart 1.959252 2:10:0 1724416
ioStart 1.970991 2:11:0 1597440
ioStart 1.984809 2:12:0 1466368
ioStart 1.994545 2:13:0 1409024
ioStart 2.005467 2:14:0 1327104
ioStart 2.021466 2:15:0 1110016
ioStart 2.026870 2:16:0 6762496
ioStart 2.082940 2:17:0 1937408
ioStart 2.099155 2:18:0 3010560
ioStart 2.125372 2:19:0 1421312
ioStart 2.141079 2:20:0 1376256
ioStart 2.152572 2:21:0 1630208
ioStart 2.166247 2:22:0 1462272
ioStart 2.180794 2:23:0 1720320
ioStart 2.195323 2:24:0 1757184
ioStart 2.211081 2:25:0 1622016
ioStart 2.219811 2:26:0 1613824
ioStart 2.235587 2:27:0 1421312
ioStart 2.241797 2:28:0 1662976
ioStart 2.255787 2:29:0 1126400
ioStart 2.268157 2:30:0 1843200
ioStart 2.283935 2:31:0 1179648
ioStart 2.294040 3:0:0 3002368
ioStart 2.323852 3:1:0 2985984
ioStart 2.350211 3:2:0 2871296
ioStart 2.377234 3:3:0 20381696
ioStart 2.535914 3:4:0 2564096
ioStart 2.561854 3:5:0 1998848
ioStart 2.579868 3:6:0 1867776
ioStart 2.591551 3:7:0 2322432
ioStart 2.610186 3:8:0 2838528
ioStart 2.640315 3:9:0 3035136
ioStart 2.673264 3:10:0 2666496
ioStart 2.697159 3:11:0 2265088
ioStart 2.715859 3:12:0 1859584
ioStart 2.733751 3:13:0 1744896
ioStart 2.750007 3:14:0 1646592
ioStart 2.766536 3:15:0 1470464
ioStart 2.782044 3:16:0 8970240
ioStart 2.854867 3:17:0 2646016
ioStart 2.883762 3:18:0 4407296
ioStart 2.932311 3:19:0 1998848
ioStart 2.950987 3:20:0 1777664
ioStart 2.969688 3:21:0 2015232
ioStart 2.988588 3:22:0 1867776
ioStart 3.007578 3:23:0 2154496
ioStart 3.029680 3:24:0 2273280
ioStart 3.051309 3:25:0 2093056
ioStart 3.069492 3:26:0 2129920
ioStart 3.086180 3:27:0 1945600
ioStart 3.102167 3:28:0 2256896
ioStart 3.125260 3:29:0 1622016
ioStart 3.143147 3:30:0 2838528
ioStart 3.169705 3:31:0 1695744
ioStart 3.187584 4:0:0 3043328
ioStart 3.218087 4:1:0 3022848
ioStart 3.249920 4:2:0 2957312
ioStart 3.274912 4:3:0 3444736
ioStart 3.308464 4:4:0 19595264
ioStart 3.469929 4:5:0 2314240
ioStart 3.491957 4:6:0 2138112
ioStart 3.509972 4:7:0 2760704
ioStart 3.534514 4:8:0 3248128
ioStart 3.567491 4:9:0 3477504
ioStart 3.605904 4:10:0 3035136
ioStart 3.639955 4:11:0 2535424
ioStart 3.660890 4:12:0 2039808
ioStart 3.679599 4:13:0 1892352
ioStart 3.695437 4:14:0 1802240
ioStart 3.711482 4:15:0 1544192
ioStart 3.729418 4:16:0 9392128
ioStart 3.803460 4:17:0 2768896
ioStart 3.830901 4:18:0 4734976
ioStart 3.876370 4:19:0 2109440
ioStart 3.897047 4:20:0 1851392
ioStart 3.913922 4:21:0 2097152
ioStart 3.931298 4:22:0 1941504
ioStart 3.948190 4:23:0 2244608
ioStart 3.968805 4:24:0 2347008
ioStart 3.987282 4:25:0 2154496
ioStart 4.003547 4:26:0 2248704
ioStart 4.025126 4:27:0 2097152
ioStart 4.041365 4:28:0 2367488
ioStart 4.063925 4:29:0 1626112
ioStart 4.080169 4:30:0 3067904
ioStart 4.105555 4:31:0 1835008
ioStart 4.121501 5:0:0 2957312
ioStart 4.148038 5:1:0 2969600
ioStart 4.174112 5:2:0 2920448
ioStart 4.204529 5:3:0 3416064
ioStart 4.238931 5:4:0 2998272
ioStart 4.267313 5:5:0 19488768
ioStart 4.440454 5:6:0 2162688
ioStart 4.466774 5:7:0 2703360
ioStart 4.494180 5:8:0 3268608
ioStart 4.525510 5:9:0 3452928
ioStart 4.560916 5:10:0 3035136
ioStart 4.592518 5:11:0 2527232
ioStart 4.613137 5:12:0 2060288
ioStart 4.629388 5:13:0 1904640
ioStart 4.645651 5:14:0 1855488
ioStart 4.661931 5:15:0 1642496
ioStart 4.675133 5:16:0 10010624
ioStart 4.754786 5:17:0 3022848
ioStart 4.780770 5:18:0 4874240
ioStart 4.824305 5:19:0 2195456
ioStart 4.838204 5:20:0 1855488
ioStart 4.854426 5:21:0 2097152
ioStart 4.871220 5:22:0 1941504
ioStart 4.889702 5:23:0 2236416
ioStart 4.908754 5:24:0 2322432
ioStart 4.931610 5:25:0 2146304
ioStart 4.950647 5:26:0 2236416
ioStart 4.971550 5:27:0 2117632
ioStart 4.990838 5:28:0 2342912
ioStart 5.013440 5:29:0 1650688
ioStart 5.029644 5:30:0 3223552
ioStart 5.057172 5:31:0 1904640
ioStart 5.718355 6:0:0 2879488
ioStart 5.747946 6:1:0 2891776
ioStart 5.777022 6:2:0 2842624
ioStart 5.806141 6:3:0 3330048
ioStart 5.836981 6:4:0 3010560
ioStart 5.864242 6:5:0 2371584
ioStart 5.886930 6:6:0 22495232
ioStart 6.069374 6:7:0 2723840
ioStart 6.091135 6:8:0 3256320
ioStart 6.126403 6:9:0 3440640
ioStart 6.157645 6:10:0 3022848
ioStart 6.186096 6:11:0 2539520
ioStart 6.209843 6:12:0 2084864
ioStart 6.229885 6:13:0 1974272
ioStart 6.247034 6:14:0 2101248
ioStart 6.266470 6:15:0 2080768
ioStart 6.283676 6:16:0 13045760
ioStart 6.384647 6:17:0 3964928
ioStart 6.422473 6:18:0 5378048
ioStart 6.489192 6:19:0 2633728
ioStart 6.513253 6:20:0 2015232
ioStart 6.530464 6:21:0 2211840
ioStart 6.551852 6:22:0 2064384
ioStart 6.568969 6:23:0 2265088
ioStart 6.591945 6:24:0 2355200
ioStart 6.609097 6:25:0 2232320
ioStart 6.627012 6:26:0 2269184
ioStart 6.646529 6:27:0 2289664
ioStart 6.670037 6:28:0 2355200
ioStart 6.687501 6:29:0 1798144
ioStart 6.703744 6:30:0 3465216
ioStart 6.735974 6:31:0 2265088
ioStart 6.758696 7:0:0 2924544
ioStart 6.783762 7:1:0 2973696
ioStart 6.807724 7:2:0 2879488
ioStart 6.832095 7:3:0 3342336
ioStart 6.861192 7:4:0 3072000
ioStart 6.893458 7:5:0 2330624
ioStart 6.912172 7:6:0 2203648
ioStart 6.932218 7:7:0 23089152
ioStart 7.115714 7:8:0 3293184
ioStart 7.144874 7:9:0 3457024
ioStart 7.181761 7:10:0 3055616
ioStart 7.207314 7:11:0 2555904
ioStart 7.227509 7:12:0 2142208
ioStart 7.247933 7:13:0 2015232
ioStart 7.263905 7:14:0 2080768
ioStart 7.281132 7:15:0 2117632
ioStart 7.299138 7:16:0 13496320
ioStart 7.401934 7:17:0 4100096
ioStart 7.443175 7:18:0 5640192
ioStart 7.486465 7:19:0 2670592
ioStart 7.508210 7:20:0 2007040
ioStart 7.524668 7:21:0 2220032
ioStart 7.544617 7:22:0 2097152
ioStart 7.561093 7:23:0 2285568
ioStart 7.582918 7:24:0 2416640
ioStart 7.606317 7:25:0 2334720
ioStart 7.626055 7:26:0 2326528
ioStart 7.646466 7:27:0 2338816
ioStart 7.668041 7:28:0 2359296
ioStart 7.687057 7:29:0 1847296
ioStart 7.702771 7:30:0 3395584
ioStart 7.734243 7:31:0 2232320
ioStart 7.750180 8:0:0 2961408
ioStart 7.780638 8:1:0 3076096
ioStart 7.809537 8:2:0 3010560
ioStart 7.838121 8:3:0 3526656
ioStart 7.876893 8:4:0 2920448
ioStart 7.899880 8:5:0 2342912
ioStart 7.920719 8:6:0 2224128
ioStart 7.938917 8:7:0 2752512
ioStart 7.960969 8:8:0 24846336
ioStart 8.175602 8:9:0 3514368
ioStart 8.215628 8:10:0 3158016
ioStart 8.250724 8:11:0 2646016
ioStart 8.274995 8:12:0 2220032
ioStart 8.297973 8:13:0 2093056
ioStart 8.314999 8:14:0 2191360
ioStart 8.337225 8:15:0 2347008
ioStart 8.357415 8:16:0 15863808
ioStart 8.497042 8:17:0 4640768
ioStart 8.535598 8:18:0 6082560
ioStart 8.580774 8:19:0 2854912
ioStart 8.611921 8:20:0 2154496
ioStart 8.629613 8:21:0 2383872
ioStart 8.654674 8:22:0 2203648
ioStart 8.673008 8:23:0 2371584
ioStart 8.697887 8:24:0 2494464
ioStart 8.719972 8:25:0 2428928
ioStart 8.737187 8:26:0 2363392
ioStart 8.757621 8:27:0 2453504
ioStart 8.783851 8:28:0 2490368
ioStart 8.805805 8:29:0 2048000
ioStart 8.822965 8:30:0 3428352
ioStart 8.860775 8:31:0 2396160
